Name,AC,HP,Speeds,STR,DEX,CON,INT,WIS,CHA,Sav. Throws,Skills,Senses,Languages,Additional
Champion,18,143,30,20,15,14,10,14,12,"STR, CON","Athletics, Intimidation, Perception",Normal,Any,"Indomitable, Second Wind"
Commoner,10,4,30,10,10,10,10,10,10,None,None,Normal,Any,None
Conjurer,12,40,30,9,14,11,17,12,11,"INT, WIS","Arcana, History",Normal,Any,"Normal Spellcasting, Benign Transportation"
Cult Fanatic,13,33,30,11,14,12,10,13,14,None,"Deception, Persuasion, Religion",Normal,Any,"Dark Devotion, Normal Spellcasting"
Cultist,12,9,30,11,12,10,10,11,10,None,"Deception, Religion",Normal,Any,Dark Devotion
Diviner,12,67,30,9,14,11,18,12,11,"INT, WIS","Arcana, History",Normal,Any,"Normal Spellcasting, Portent"
Druid,11,27,30,10,12,13,12,15,11,None,"Medicine, Nature, Perception",Normal,"Druidic, Any",Normal Spellcasting
Enchanter,12,40,30,9,14,11,17,12,11,"INT, WIS","Arcana, History",Normal,Any,Normal SPellcasting
Evoker,12,66,30,9,14,12,17,12,11,"INT, WIS","Arcana, History",Normal,Any,"Normal Spellcasting, Sculpt Spells"
Gladiator,16,112,30,18,15,16,10,12,15,"STR, DEX, CON, INT, WIS","Athletics, Intimidation",Normal,Any,"Brave, Brute"
Guard,16,11,30,13,12,12,10,11,10,None,Perception,Normal,Any,None
Illusionist,12,38,30,9,14,13,16,11,12,"INT, WIS","Arcana, History",Normal,Any,"Normal Spellcasting, Displacement"
Knight,18,52,30,16,11,14,11,11,15,"CON, WIS",None,Normal,Any,Brave
Kraken Priest,10,75,"30, swim 30",12,10,16,10,15,14,None,Perception,Normal,Any,"Amphibious, Innate Spellcasting"
Mage,12,40,30,9,14,11,17,12,11,"INT, WIS","Arcana, History",Normal,Any,Normal Spellcasting
Martial Arts Adept,16,60,40,11,17,13,11,16,10,None,"Acrobatics, Insight, Stealth",Normal,Any,Unarmored Defense
Master Thief,16,84,30,11,18,14,11,11,12,"DEX, INT","Acrobatics, Athletics, Perception, Sleight of Hand, Stealth",Normal,"Any, Thieves' Cant","Cunning ACtion, Evasion, Sneak Attack"
Necromancer,12,66,30,9,14,12,17,12,11,"INT, WIS","Arcana, History",Normal,Any,"Normal Spellcasting, Grim Harvest"
Noble,15,9,30,11,12,11,12,14,16,None,"Deception, Insight, Persuasion",Normal,Any,None
Priest,13,27,25,10,10,12,13,16,13,None,"Medicine, Persuasion, Religion",Normal,Any,"Divine Eminence, Spellcasting"
Scout,13,16,30,11,14,12,11,13,11,None,"Nature, Perception, Stealth, Survival",Normal,Any,"Keen Hearing, Keen Sight"
Spy,12,27,30,10,15,10,12,14,16,None,"Deception, Insight, Investigation, Perception, Persuasion, Sleight of Hand, Stealth",Normal,Any,"Cunning Action, Sneak Attack"
Swashbuckler,17,66,30,12,18,12,14,11,15,None,"Acrobatics, Athletics, Persuasion",Normal,Any,"Lightfooted, Suave Defense"
Thug,11,32,30,15,11,14,10,10,11,None,Intimidation,Normal,Any,Pack Tactics
Transmuter,12,40,30,9,14,11,17,12,11,"INT, WIS","Arcana, History",Normal,Any,"Normal Spellcasting, Transmuter's Stone"
Tribal Warrior,12,11,30,13,11,12,8,11,8,None,None,Normal,Any,Pack Tactics
Veteran,17,58,30,16,13,14,10,11,10,None,"Athletics, Perception",Normal,Any,None
War Priest,18,117,30,16,10,14,11,17,13,"CON, WIS","Intimidation, Religion",Normal,Any,Normal Spellcasting
Warlock of the Archfey,11,49,30,9,13,11,11,12,18,"WIS, CHA","Arcana, Deception, nature, Persuasion",Normal,Any,"Innate Spellcasting, Normal Spellcasting"
Warlock of the Fiend,12,78,30,10,14,15,12,12,18,"WIS, CHA","Arcana, Deception, Persuasion, Religion",Darkvision 60,Any,"Innate SPellcasting, Normal Spellcasting, Dark One's Own Luck"
Warlock of the Great Old One,12,91,30,9,14,15,12,12,18,"WIS, CHA","Arcana, History",Darkvision 60,"Any, telepathy 30","Innate Spellcasting, Normal Spellcasting, Whispering Aura"
Warlord,18,229,30,20,16,18,12,12,18,"STR, DEX, CON","Athletics, Intimidation, Perception, Persuasion",Normal,Any,"Indomitable, Survivor"
Oblex Spawn,13,18,20,8,16,15,14,11,10,"INT, CHA",None,Blindsight 60,None,"Amorphous, Aversion to Fire"
Adult Oblex,14,75,20,8,19,16,19,12,15,"INT, CHA","Deception, Perception, Arcana, History, Nature, Religion",Blindsight 60,"Common, Any","Amorphous, Aversion to Fire, Innate Spellcasting, Sulfurous Impersonation"
Elder Oblex,16,115,20,15,16,21,22,13,18,"INT, CHA","Arcana, Deception, History, Nature, Perception, Religion",Blindsight 60,"Common, Any","Amorphous, Aversion to Fire, Innate Spellcasting, Sulfurous Impersonation"
Ogre,11,59,40,19,8,16,5,7,7,None,None,Darkvision 60,"Common, Giant",None
Ogre Battering Ram,14,59,40,19,8,16,5,7,7,None,None,Darkvision 60,"Common, Giant",Siege Monster
Ogre Bolt Launcher,13,59,40,19,12,16,5,7,7,None,None,Darkvision 60,"Common, Giant",None
Ogre Chain Brute,11,59,40,19,8,16,5,7,7,None,None,Darkvision 60,"Common, Giant",None
Ogre Howdah,13,59,40,19,8,16,5,7,7,None,None,Darkvision 60,"Common, Giant",Howdah
Half-ogre,12,30,30,17,10,14,7,9,10,None,None,Darkvision 60,"Common, Giant",None
Oni,16,110,"30, fly 30",19,11,16,14,12,15,"DEX, CON, WIS, CHA","Arcana, Deception, Perception",Darkvision 60,"Common, Giant","Innate Spellcasting, Magic Weapons, Regeneration"
Ooze Master,9,138,"30, climb 30",16,1,20,17,10,16,"INT, WIS","Arcana, Insight",Blindsight 120,"Common, Primordial, Thayan","Corrosive Form, Instinctive Attack, Normal Spellcasting, Spider Climb"
Black Pudding,7,85,"20, climb 20",16,5,16,1,6,1,None,None,Blindsight 60,None,"Amorphous, Corrosive Form, Spider Climb"
Gelatinous Cube,6,84,15,14,3,20,1,6,1,None,None,Blindsight 60,None,"Ooze Cube, Transparent"
Gray Ooze,8,22,"10, climb 10",12,6,16,1,6,2,None,Stealth,Blindsight 60,None,"Amorphous, Corrode Metal, False Appearance"
Ochre Jelly,8,45,"10, climb 10",15,6,14,2,6,1,None,None,Blindsight 60,None,"Amorphous, Spider Climb"
Orc,13,15,30,16,12,16,7,11,10,None,Intimidation,Darkvision 60,"Common, Orc",Aggressive
Orc Blade of Ilneval,18,60,30,17,11,17,10,12,14,WIS,"Perception, Insight, Intimidation",Darkvision 60,"Common, Orc","Aggressive, Foe Smiter of Ilneval"
Orc Claw of Luthic,14,45,30,14,15,16,10,15,11,None,"Intimidation, Medicine, Survival",Darkvision 60,"COmmon, Orc","Aggressive, Normal Spellcasting"
Orc Eye of Gruumsh,16,45,30,16,12,16,9,13,12,None,"Intimidation, Religion",Darkvision 60,"Common, Orc","Aggressive, Gruumsh's Fury, Normal Spellcasting"
Orc Hand of Yurtrus,12,30,30,12,11,16,11,14,9,None,"Arcana, Intimidation, Medicine, Religion",Darkvision 60,"Common, Orc","Aggressive, Normal Spellcasting"
Orc Nurtured One of Yurtrus,9,30,30,15,8,16,7,11,7,None,None,Darkvision 60,"Common, Orc","Aggressive, Corrupted Carrier, Nurtured One of Yurtrus"
Orc Red Fang of Shargaas,15,52,30,11,16,15,9,11,9,None,"Intimidation, Perception, Stealth",Darkvision 60,"Common, Orc","Cunning Action, Hand of Shargaas, Shargaas' Sight, Slayer"
Orc War Chief,16,93,30,18,12,18,11,11,16,"STR, CON, WIS",Intimidation,Darkvision 60,"Common, Orc","Aggressive, Gruumsh's Fury"
Orog,18,42,30,18,12,18,12,11,12,None,"Intimidation, Survival",Darkvision 60,"Common, Orc",Aggressive
Tanarukk,14,95,30,18,13,20,9,9,9,None,"Intimidation, Perception",Darkvision 60,"Abyssal, Common, Orc","Aggressive, Magic Resistance"
Otyugh,14,114,30,16,11,19,6,13,6,CON,None,Darkvision 120,Own,Limited Telepathy
Owlbear,13,59,40,20,12,17,3,12,7,None,Perception,Darkvision 60,None,"Keen Sight, Keen Smell"
Pegasus,12,59,"60, fly 90",18,15,16,10,15,13,"DEX, WIS, CHA",Perception,Normal,"Celestial, Common, Elvish, Sylvan",None
Peryton,13,33,"20, fly 60",16,12,13,9,12,10,None,Perception,Normal,"Common, Elvish","Dive Attack, Flyby, Keen Sight, Keen Smell"
Phantom Warrior,16,45,30,16,11,16,8,10,15,None,"Perception, Stealth",Darkvision 60,Any,"Ethereal Sight, Incorporeal Movement, Spectral Armor and Shield"
Piercer,15,22,"5, climb 5",10,13,16,1,7,3,None,Stealth,"Blindsight 30, darkvision 60",None,"False Appearance, Spider Climb"
Pixie,15,1,"10, fly 30",2,20,8,10,14,15,None,"Perception, Stealth",Normal,Sylvan,"Magic Resistance, Innate Spellcasting (Psionics)"
Pseudodragon,13,7,"15, fly 60",6,15,13,10,12,10,None,"Perception, Stealth","Blindsight 10, darkvision 60","Common, Draconic","Keen Senses, Magic Resistance, Limited Telepathy"
Pterafolk,12,26,"30, fly 50",15,13,12,9,10,11,None,"Perception, Survival",Normal,Common,Terror Dive
Purple Worm,18,247,"50, burrow 30",28,7,22,1,8,4,"CON, WIS",None,"Blindsight 30, tremorsense 60",None,Tunneler
Purple Wormling,12,42,20,16,7,16,1,6,2,None,None,"Blindsight 30, tremorsense 30",None,None
Quaggoth,13,45,"30, climb 30",17,12,16,6,12,7,None,Athletics,Darkvision 120,Undercommon,Wounded Fury
Quickling,16,10,120,4,23,13,10,12,7,None,"Acrobatics, Sleight of Hand, Stealth, Perception",Darkvision 60,"Common, Sylvan","Blurred Movement, Evasion"
Rakshasa,16,110,40,14,17,18,13,16,20,None,"Deception, Insight",Darkvision 60,"Common, Infernal","Limited Magic Immunity, Innate Spellcasting"
Redcap,13,45,25,18,13,18,10,12,9,None,"Athletics, Perception",Darkvision 60,"Common, Sylvan","Iron Boots, Outsize Strength"
Remorhaz,17,195,"30, burrow 20",24,13,21,4,10,5,None,None,"Darkvision 60, tremorsense 60",None,Heated Body
Young Remorhaz,14,93,"30, burrow 20",18,13,17,3,10,4,None,None,"Darkvision 60, tremorsense 60",None,Heated Body
Retriever,19,210,"40, climb 40",22,16,20,3,11,4,"DEX, CON, WIS","Perception, Stealth","Blindsight 30, darkvision 60","Abyssal, Elvish, Undercommon","Faultless Tracker, Innate Spellcasting"
Revenant,13,136,30,18,14,18,13,16,18,"STR, CON, WIS, CHA",None,Darkvision 60,Any,"Regeneration, Rejuvenation, Turn Immunity, Vengeful Tracker"
Roc,15,248,"20, fly 120",28,10,20,3,10,9,"DEX, CON, WIS, CHA",Perception,Normal,None,Keen Sight
Roper,20,93,"10, climb 10",18,8,17,7,16,6,None,"Perception, Stealth",Darkvision 60,None,"False Appearance, Grasping Tendrils, Spider Climb"
Rust Monster,14,27,40,13,12,13,2,13,6,None,None,Darkvision 60,None,"Iron Scent, Rust Metal"
Sahuagin,12,22,"30, swim 40",13,11,12,12,13,9,None,Perception,Darkvision 120,Own,"Blood Frenzy, Limited Amphibious, Shark Telepathy"
Sahuagin Baron,16,76,"30, swim 50",19,15,16,14,13,17,"DEX, CON, INT, WIS",Perception,Darkvision 120,Own,"Blood Frenzy, Limited Amphibious, Shark Telepathy"
Sahuagin Priestess,12,33,"30, swim 40",13,11,12,12,14,13,None,"Perception, Religion",Darkvision 120,Own,"Blood Frenzy, Limited Amphibious, Shark Telepathy, Normal Spellcasting"
Salamander,15,90,30,18,14,15,11,10,12,None,None,Darkvision 60,Ignan,Heated Body
Fire Snake,14,22,30,12,14,11,7,10,8,None,None,Darkvision 60,Ignan,"Heated Body, Heated Weapons"
Frost Salamander,17,168,"60, burrow 40, climb 40",20,12,18,7,11,7,"CON, WIS",Perception,"Darkvision 60, tremorsense 60",Primordial,Burning Fury
Satyr,14,31,40,12,16,11,12,10,14,None,"Perception, Performance, Stealth",Normal,"Common, Elvish, Sylvan",Magic Resistance
Scarecrow,11,36,30,11,13,11,10,10,13,None,None,Darkvision 60,Creator,False Appearance
Sea Lion,15,90,"10, swim 40",17,15,15,3,12,8,None,"Perception, Stealth",Normal,None,"Amphibious, Keen Smell, Pack Tactics, Swimming Leap"
Sea Spawn,11,32,"20, swim 30",15,8,15,6,10,8,None,None,Darkvision 120,"Aquan, Common",Limited Amphibiousness
Shadar-Kai Gloom Weaver,14,104,30,11,18,14,15,12,18,"DEX, CON",None,Darkvision 60,"Common, Elvish","Burden of Time, Fey Ancestry, Innate Spellcasting, Normal Spellcasting"
Shadar-Kai Shadow Dancer,15,71,30,12,16,13,11,12,12,"DEX, CHA",Stealth,Darkvision 60,"Common, Elvish","Fey Ancestry, Shadow Jump"
Shadar-Kai Soul Monger,15,123,30,8,17,14,19,15,13,"DEX, WIS, CHA",Perception,Darkvision 60,"Common, Elvish","Fey Ancestry, Innate Spellcasting, Magic Resistance, Soul Thirst, Weight of Ages"
Shadow,12,16,40,6,14,13,6,10,8,None,Stealth,Darkvision 60,None,"Amorphous, Shadow Stealth, Sunlight Weakness"
Shadow Dragon Template,18,TEMP,TEMP,23,10,21,14,11,19,TEMP,TEMP,TEMp,TEMp,TEMP
Shadow Mastiff,12,33,40,16,14,13,5,12,5,None,"Perception, Stealth",Darkvision 60,None,"Ethereal Awareness, Keen Hearing, Keen Smell, Shadow Blend, Sunlight Weakness"
Shadow Mastiff Alpha,12,48,40,16,14,13,6,12,5,None,"Perception, Stealth",Darkvision 60,None,"Ethereal Awareness, Keen Hearing, Keen Smell, Shadow Blend, Sunlight Weakness"
Shambling Mound,15,136,"20, swim 20",18,8,16,5,10,5,None,Stealth,Blindsight 60,None,Lightning Absorption
Shield Guardian,17,142,30,18,8,18,7,1,,None,None,"Blindsight 10, darkvision 60",Any,"Bound, Regeneration, Spell Storing"
Siren,14,38,"30, swim 30",10,18,12,13,14,16,None,"Medicine, Nature, Stealth, Survival",Darkvision 60,"Common, Elvish, Sylvan","Amphibious, INnate Spellcasting, Magic Resistance"
Skeleton,13,13,30,10,14,15,6,8,5,None,None,Darkvision 60,Any,None
Giant Skeleton,17,115,30,21,10,20,4,6,6,None,None,Darkvision 60,Giant,"Evasion, Magic Resistance, Turn Immunity"
Minotaur Skeleton,12,67,40,18,11,15,6,8,5,None,None,Darkvision 60,Abyssal,Charge
Warhorse Skeleton,13,22,60,18,12,15,2,8,5,None,None,Darkvision 60,None,None
Skulk,14,18,30,6,19,10,10,7,1,CON,Stealth,Darkvision 120,Common,"Fallible Invisibility, Trackless"
Skull Lord,18,105,30,14,16,17,16,15,21,None,"Athletics, History, Perception, Stealth","Legendary Resistance, Master of the Grave, Evasion, Normal Spellcasting",Any,"Legendary Resistance, Master of the Grave, Evasion, Normal Spellcasting"
Slaad Tadpole,12,10,30,7,15,10,3,5,3,None,Stealth,Darkvision 60,Own,Magic Resistance
Blue Slaad,15,123,30,20,15,18,7,7,9,None,Perception,Darkvision 60,"Own, telepathy 60","Magic Resistance, Regeneration"
Death Slaad,18,170,30,20,15,19,15,10,16,None,"Arcana, Perception","Blindsight 60, darkvision 60","Own, telepathy 60","Shapechanger, Innate Spellcasting, Magic Resistance, Magic Weapons, Regeneration"
Gray Slaad,18,127,30,17,17,16,13,8,14,None,"Arcana, Perception","Blindsight 60, darkvision 60","Own, telepathy 60","Shapechanger, Innate Spellcasting, Magic Resistance, Magic Weapons, Regeneration"
Green Slaad,16,127,30,18,15,16,11,8,12,None,"Arcana, Perception","Blindsight 30, darkvision 60","Own, telepathy 60","Shapechanger, Innate Spellcasting, Magic Resistance, Regeneration"
Red Slaad,14,93,30,16,12,16,6,6,7,None,Perception,Darkvision 60,"Own, telepathy 60","Magic Resistance, Regeneration"
Slithering Tracker,14,32,"30, climb 30, swim 30",16,19,15,10,14,11,None,Stealth,Blindsight 120,Any,"Ambusher, Damage Transfer, False Appearance, Keen Tracker, Liquid Form, Spider Climb, Watery Stealth"
Angry Sorrowsworn,18,255,30,17,10,19,8,13,6,None,Perception,Darkvision 60,Common,"Two Heads, Rising Anger"
Hungry Sorrowsworn,17,225,30,19,10,17,6,11,6,None,None,Darkvision 60,Common,Life Hunger
Lonely Sorrowsworn,16,112,30,16,12,17,6,11,6,None,None,Darkvision 60,Common,"Psychic Leech, Thrives on Company"
Lost Sorrowsworn,15,78,30,17,12,15,6,7,5,None,Athletics,Darkvision 60,Common,None
Wretched Sorrowsworn,15,10,40,7,12,9,5,6,5,None,None,Darkvision 60,None,Wretched Pack Tactics
Spawn of Kyuss,10,76,30,16,11,18,5,7,3,WIS,None,Darkvision 60,Any,"Regeneration, Worms"
Specter,12,22,fly 50,1,14,11,10,10,11,None,None,Darkvision 60,Any,"Incorporeal Movement, Sunlight Sensitivity"
Androsphinx,17,199,"40, fly 60",22,10,20,16,18,23,"DEX, CON, INT, WIS","Arcana, Perception, Religion",Truesight 120,"Common, Own","Inscrutable, Magic Weapons, Normal Spellcasting, Lair, Legendary"
Gynosphinx,17,136,"40, fly 60",18,15,16,18,18,18,None,"Arcana, History, Perception, Religion",Truesight 120,"Common, Own","Inscrutable, Magic Weapons, Normal Spellcasting, Legendary, Lair"
Sprite,15,2,"10, fly 40",3,18,10,14,13,11,None,"Perception, Stealth",Normal,"Common, Elvish, Sylvan",None
Star Spawn Grue,11,17,30,6,13,10,9,11,6,None,None,Darkvision 60,Deep Speech,Aura of Madness
Star Spawn Hulk,16,136,30,20,8,21,7,12,9,"DEX, WIS",Perception,Darkvision 60,Deep Speech,Psychic Mirror
Star Spawn Larva Mage,16,168,30,17,12,23,18,12,16,"DEX, WIS, CHA",Perception,Darkvision 60,Deep Speech,"Innate Spellcasting, Return to Worms, Legendary"
Star Spawn Mangler,14,71,"40, climb 40",8,18,12,11,12,7,"DEX, CON",Stealth,Darkvision 60,Deep Speech,"Ambusher, Shadow Stealth"
Star Spawn Seer,17,153,30,14,12,18,22,19,16,"DEX, INT, WIS, CHA",Perception,Darkvision 60,"Common, Deep Speech, Undercommon",Out-of-Phase Movement
Female Steeder,14,30,"30, climb 30",15,16,14,2,10,3,None,"Perception, Stealth",Darkvision 120,None,"Spider Climb, Extraordinary Leap"
Male Steeder,12,13,"30, climb 30",15,12,14,2,10,3,None,"Stealth, Perception",Darkvision 120,None,"Spider Climb, Extraordinary Leap"
Steel Predator,20,207,40,24,17,22,4,14,6,None,"Perception, Stealth, Survival","Blindsight 30, darkvision 60","Modron, Any","Innate Spellcasting, Magic Resistance, Magic Weapons"
Stirge,14,2,"10, fly 40",4,16,11,2,8,6,None,None,Darkvision 60,None,None
Stone Cursed,17,19,10,16,5,14,5,8,7,None,None,Normal,Any,"Cunning Opportunist, False Appearance"
Stone Juggernaut,15,157,50,22,1,21,2,11,3,None,None,Blindsight 120,None,"Devastating Roll, Immutable Form, Regeneration, Siege Monster"
Strahd's Animated Armor,21,112,30,17,13,16,9,10,9,None,Perception,Blindsight 60,Common,None
Su-Monster,12,27,"30, climb 30",14,15,12,9,13,9,None,"Athletics, Perception",Normal,None,None
Succubus/Incubus,15,66,"30, fly 60",8,17,13,15,12,20,None,"Deception, Insight, Perception, Persuasion, Stealth",Darkvision 60,"Abyssal, Common, Infernal, telepathy 60","Telepathic Bond, Shapechanger"
Sword Wraith Commander,18,127,30,18,14,18,11,12,14,None,Perception,Darkvision 60,Any,"Martial Fury, Turning Defiance"
Sword Wraith Warrior,16,45,30,18,12,17,6,9,10,None,None,Darkvision 60,Any,Martial Fury
Tabaxi Hunter,14,40,"30, climb 20",10,17,11,13,14,15,None,"Athletics, Perception, Stealth, Survival",Darkvision 60,"Common, Any",Feline Agility
Tabaxi Minstrel,12,22,"30, climb 20",10,15,11,14,12,16,None,"Perception, Performance, Persuasion, Stealth",Darkvision 60,"COmmon, Any","Feline Agility, Inspire"
Tarrasque,25,676,40,30,11,30,3,11,11,"INT, WIS, CHA",None,Blindsight 120,None,"Legendary, Magic Resistance, Reflective Carapace, Siege Monster"
Tecuziztecatl,13,102,"30, climb 30",17,10,16,15,16,13,None,"Deception, Stealth",Blindsight 30,"Olman, Primal","Amphibious, Glowing, Flexible, Spider Climb"
Thayan Apprentice,12,27,30,10,14,12,15,13,11,None,Arcana,Normal,"Common, Thayan","Doomvault Devotion, Normal Spellcasting"
Thayan Warrior,16,52,30,16,13,14,10,11,11,None,Perception,Normal,"Common, Thayan","Doomvault Devotion, Pack Tactics"
Thorn Slinger,11,32,10,13,12,12,1,10,1,None,None,Blindsight 60,None,"Adhesive Blossoms, False Appearance"
Thorny,14,27,30,13,12,13,2,10,6,None,"Perception, Stealth",Darkvision 60,Own,"Plant Camouflage, Regeneration"
Thri-Kreen,15,33,40,12,15,13,8,12,7,None,"Perception, Stealth, Survival",Darkvision 60,Own,"Chameleon Carapace, Standing Leap"
Tiamat,25,615,"60, fly 120",30,10,30,26,26,28,"STR, DEX, WIS","Arcana, Perception, Religion","Darkvision 240, truesight 120","Common, Draconic, Infernal","Discorporation, Innate Spellcasting, Legendary Resistance, Limited Magic immunity, Magic Weapons, Multiple Heads, Regeneration"
Tiny Servant,15,10,"30, climb 30",4,16,10,2,10,1,None,None,Blindsight 60,None,None
Tlincalli,15,85,40,16,13,16,8,12,8,None,"Perception, Stealth, Survival",Darkvision 60,Own,None
Topi,13,13,30,7,15,12,6,10,5,None,None,Darkvision 60,Alive,"Turn Resistance, Undead Fortitude"
Tortle,17,22,30,15,10,12,11,13,12,None,"Athletics, Survival",Normal,"Aquan, Common",Hold Breath
Tortle Druid,17,33,30,14,10,12,11,15,12,None,"Animal Handling, Nature, Survival",Normal,"Aquan, Common","Hold Breath, Normal Spellcasting"
Trapper,13,85,"10, climb 10",17,10,17,2,13,4,None,Stealth,"Blindsight 30, darkvision 60",None,"False Appearance, Spider Climb"
Treant,16,138,30,23,8,21,12,16,12,None,None,Normal,"Common, Druidic, Elvish, Sylvan","False Appearance, Siege Monster"
Tressym,12,5,"40, climb 30, fly 40",3,15,10,11,12,12,None,"Perception, Stealth",Darkvision 60,Common,"Detect Invisibility, Keen Smell, Poison Sense"
Tri-Flower Frond,10,11,5,1,10,12,1,10,1,None,None,Blindsight 30,None,None
Troglodyte,11,13,30,14,10,14,6,10,6,None,Stealth,Darkvision 60,Own,"Chameleon Skin, Stench, Sunlight Sensitivity"
Troglodyte Champion of Laogzed,14,59,30,18,12,18,8,12,12,None,"Athletics, Intimidation, Stealth",Darkvision 60,Own,"Chameleon Skin, Stench, Sunlight Sensitivity"
Troll,15,84,30,18,13,20,7,9,7,None,Perception,Darkvision 60,Giant,"Keen Smell, Regeneration"
Dire Troll,15,172,40,22,15,21,9,11,5,"WIS, CHA",Perception,Darkvision 60,Giant,"Keen Smell, Keen Sight, Regeneration"
Rot Troll,16,138,30,18,13,22,5,8,4,None,Perception,Darkvision 60,Giant,Rancid Degeneration
Spirit Troll,17,97,30,1,17,13,8,9,16,None,Perception,Darkvision 60,Giant,"Incorporeal Movement, Regeneration"
Venom Troll,15,94,30,18,13,20,7,9,7,None,Perception,Darkvision 60,Giant,"Keen Smell, Poison Splash, Regeneration"
Umber Hulk,18,93,"30, burrow 20",20,13,16,9,10,10,None,None,Darkvision 120,Own,"Confusing Gaze, Tunneler"
Unicorn,12,67,50,18,14,15,11,17,16,None,None,Darkvision 60,"Celestial, Elvish, Sylvan, telepathy 60","Legendary, Lair, Charge, Innate Spellcasting, Magic Resistance, Magic Weapons"
Uthgardt Shaman,13,38,30,14,12,13,10,15,12,None,"Medicine, Nature, Perception, Survival",Normal,"Bothii, COmmon",Innate Spellcasting
Vampire,16,144,30,18,18,18,17,15,18,"DEX, WIS, CHA","Perception, Stealth",Darkvision 120,Any,"Shapechanger, Legendary, Lair, Misty Escape, Regeneration, Spider Climb, Vampire Weaknesses, Forbiddance, Harmed by Running Water, Sunlight Hypersensitivity, Stake to the Heart"
Vampire Spawn,15,82,30,16,16,16,11,10,12,"DEX, WIS","Perception, Stealth",Darkvision 60,Any,"Regeneration, Spider Climb, Vampire Weaknesses, Forbiddance, Harmed by Running Water, Stake to the Heart,  Sunlight Hypersensitivity"
Vampiric Mist,13,30,fly 30,6,16,16,6,12,7,WIS,None,Darkvision 60,None,"Life Sense, Forbiddance, Misty Form, Sunlight Hypersensitivity"
Vargouille,12,13,"5, fly 40",6,14,14,4,7,2,None,None,Darkvision 60,"Abyssal, Infernal, Any",None
Vegepygmy,13,9,30,7,14,13,6,11,7,None,"Perception, Stealth",Darkvision 60,Own,"Plant Camouflage, Regeneration"
Vegepygmy Chief,14,33,30,14,14,14,7,12,9,None,"Perception, Stealth",Darkvision 60,Own,"Plant Camouflage, Regeneration"
Water Weird,13,58,swim 60,17,16,13,11,10,10,None,None,Blindsight 30,Aquan,"Invisible in Water, Water Bound"
White Maw,5,217,10,18,1,20,12,10,3,None,None,Blindsight 60,Telepathy 50,"Amorphous Form, Corrode Metal, False Appearance, Killer Response"
Wight,14,45,30,15,14,16,10,13,15,None,"Perception, Stealth",Darkvision 60,Any,Sunlight Sensitivity
Will-O'-Wisp,19,22,fly 50,1,28,10,13,14,11,None,None,Darkvision 120,Any,"Consume Life, Ephemeral, Incorporeal Movement, Variable Illumination"
Wood Woad,18,75,"30, climb 30",18,12,16,10,13,8,None,"Athletics, Perception, Stealth",Darkvision 60,Sylvan,"Magic Club, Plant Camouflage, Regeneration, Tree Stride"
Wraith,13,67,fly 60,6,16,16,12,14,15,None,None,Darkvision 60,Any,"Incorporeal Movement, Sunlight Sensitivity"
Wyvern,13,110,"20, fly 80",19,1,16,5,12,6,None,Perception,Darkvision 60,None,None
Xorn,19,73,"20, burrow 20",17,10,22,11,10,11,None,"Perception, Stealth","Darkvision 60, tremorsense 60",Terran,"Earth Glide, Stone Camouflage, Treasure Sense"
Xvart,13,7,30,8,14,10,8,7,7,None,Stealth,Darkvision 30,Abyssal,"Low Cunning, Overbearing Pack, Raxivort's Tongue"
Xvart Speaker,13,7,30,8,14,10,13,7,7,None,Stealth,Darkvision 30,"Abyssal, Any","Low Cunning, Overbearing Pack, Raxivort's Tongue"
Xvart Warlock of Raxivort,12,22,30,8,14,12,8,11,12,None,Stealth,Darkvision 30,Abyssal,"Innate Spellcasting, Normal Spellcasting, Low Cunning, Raxivort's Blessing, Raxivort's Tongue"
Yakfolk Priest,12,52,30,16,11,15,14,18,14,None,"Deception, Medicine, Survival",Normal,"Common, Yikaria","Normal Spellcasting, Possession"
Yakfolk Warrior,11,60,30,18,11,15,14,15,14,None,"Deception, Survival",Normal,"Common, Yikaria",Possession
Yellow Musk Creeper,6,60,"5, climb 5",12,3,12,1,10,3,None,None,Blindsight 30,None,"False Appearance, Regeneration"
Yellow Musk Zombie,9,33,20,13,9,12,1,6,3,None,None,Blindsight 30,None,Undead Fortitude
Yeth Hound,14,51,"40, fly 40",18,17,16,5,12,7,None,None,Darkvision 60,"Common, Elvish, Sylvan","Keen Hearing, Keen Smell, Sunlight Banishment, Telepathic Bond"
Yeti,12,51,"40, climb 40",18,13,16,8,12,7,None,"Perception, Stealth",Darkvision 60,Own,"Fear of Fire, Keen Smell, Snow Camouflage"
"Yeti, Abominable",15,137,"40, 40 climb",24,10,22,9,13,9,None,"Perception, Stealth",Darkvision 60,Own,"Fear of Fire, Keen Smell, Snow Camouflage"
Yuan-Ti Abomination,15,127,40,19,16,17,17,15,18,None,"Perception, Stealth",Darkvision 60,"Abyssal, Common, Draconic","Shapechanger, Innate Spellcasting, Magic Resistance"
Yuan-Ti Anathema,16,189,"40, climb 30, swim 30",23,13,19,19,17,20,None,"Perception, Stealth","Blindsight 30, darkvision 60","Abyssal, Common, Draconic","Innate Spellcasting, Magic Resistance, Ophidiophobia Aura, Shapechanger, Six Heads"
